taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene
25456, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 25456; AY978922.1 gg_id:116985 human transverse colon mucosal biopsy clone NG46, AY978922.1 gg_id:116985 human transverse colon mucosal biopsy clone NG46
14187, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 14187; GQ098257.1 gg_id:373005 Topographical and Temporal Human Skin Microbiome skin manubrium clone nbw403d09c1, GQ098257.1 gg_id:373005 Topographical and Temporal Human Skin Microbiome skin manubrium clone nbw403d09c1
22386, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 22386; EU778262.1 gg_id:347758 feces clone RL388_aao96h02, EU778262.1 gg_id:347758 feces clone RL388_aao96h02
71635, g__Clostridium, s__unclassified, p__Tenericutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae,k__Bacteria; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium; s__unclassified; 71635; DQ797930.1 gg_id:180338 human fecal clone RL302_aal93e08, DQ797930.1 gg_id:180338 human fecal clone RL302_aal93e08
74778, g__unclassified, s__unclassified, p__Bacteroidetes, c__Sphingobacteria, o__Sphingobacteriales, f__Saprospiraceae,k__Bacteria; p__Bacteroidetes; c__Sphingobacteria; o__Sphingobacteriales; f__Saprospiraceae; g__unclassified; s__unclassified; 74778; FJ535046.1 gg_id:542634 Enhancement protein conversion volatile fatty acids accumulation during addition: effect anaerobic fermentation reactor mixture waste activated sludge and carbohydrate pH 8.0 clone 106, FJ535046.1 gg_id:542634 Enhancement protein conversion volatile fatty acids accumulation during addition: effect anaerobic fermentation reactor mixture waste activated sludge and carbohydrate pH 8.0 clone 106
68442, g__unclassified, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__RikenellaceaeII,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RikenellaceaeII; g__unclassified; s__unclassified; 68442; EU504803.1 gg_id:262102 cecal contents Mus musculus strain C57BL/6J; myd2 clone myd2_aaa02d08, EU504803.1 gg_id:262102 cecal contents Mus musculus strain C57BL/6J myd2 clone myd2_aaa02d08
19185, g__Dorea, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__unclassified; 19185; AY979159.1 gg_id:119223 human transverse colon mucosal biopsy clone Z211, AY979159.1 gg_id:119223 human transverse colon mucosal biopsy clone Z211
11495, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 11495; GQ092121.1 gg_id:463269 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw406c11c1, GQ092121.1 gg_id:463269 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw406c11c1
44311, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__unclassified; 44311; DQ196630.2 gg_id:172362 Clostridium sp. str. BL-26, DQ196630.2 gg_id:172362 Clostridium sp. str. BL-26
25290, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25290; FJ680784.1 gg_id:530524 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301; was positive STEC O157 clone 5-4E5, FJ680784.1 gg_id:530524 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301 was positive STEC O157 clone 5-4E5
10737, g__Methylibium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Methylibiaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Methylibiaceae; g__Methylibium; s__unclassified; 10737; AM697195.1 gg_id:217417 sequencing libraries indoor dust clone BF0001C036, AM697195.1 gg_id:217417 sequencing libraries indoor dust clone BF0001C036
67092, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67092; EU850591.1 gg_id:329927 Genetic swamp buffalo (Bubalus bubalis) rumen fluid clone BF415, EU850591.1 gg_id:329927 Genetic swamp buffalo (Bubalus bubalis) rumen fluid clone BF415
44954, g__Streptococcus, s__Streptococcus salivarius, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus salivarius; 44954; GQ076786.1 gg_id:376508 Topographical and Temporal Human Skin Microbiome skin umbilicus clone nbw1153c03c1, GQ076786.1 gg_id:376508 Topographical and Temporal Human Skin Microbiome skin umbilicus clone nbw1153c03c1
5896, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__unclassified; s__unclassified; 5896; GQ047658.1 gg_id:400299 Topographical and Temporal Human Skin Microbiome skin palm clone nbw137d10c1, GQ047658.1 gg_id:400299 Topographical and Temporal Human Skin Microbiome skin palm clone nbw137d10c1
25524, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25524; DQ805302.1 gg_id:181045 human fecal clone RL249_aaj84g09, DQ805302.1 gg_id:181045 human fecal clone RL249_aaj84g09
44851, g__Streptococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unclassified; 44851; FJ975977.1 gg_id:571637 Human gut microbiome adopts alternative state bowel transplantation ileum effluent clone 5d50.455, FJ975977.1 gg_id:571637 Human gut microbiome adopts alternative state bowel transplantation ileum effluent clone 5d50.455
5385, g__Salmonella, s__Salmonella enterica, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Salmonella; s__Salmonella enterica; 5385; AE008820.1 gg_id:34689 Salmonella typhimurium LT2 str. LT2; SGSC 1412; ATCC 700720 LT2, AE008820.1 gg_id:34689 Salmonella typhimurium LT2 str. LT2 SGSC 1412 ATCC 700720 LT2
22263, g__Oscillospira, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__unclassified; 22263; EF096534.1 gg_id:193435 mouse cecum clone obob2_aaa04e06, EF096534.1 gg_id:193435 mouse cecum clone obob2_aaa04e06
21574, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 21574; DQ904671.1 gg_id:166355 human fecal clone 001-c9, DQ904671.1 gg_id:166355 human fecal clone 001-c9
16902, g__Succinivibrio, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__unclassified; 16902; FJ673289.1 gg_id:513756 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301; was positive STEC O157 clone 130-2A18, FJ673289.1 gg_id:513756 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301 was positive STEC O157 clone 130-2A18
70450, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Catabacteriaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Catabacteriaceae; g__unclassified; s__unclassified; 70450; AB486816.1 gg_id:578501 Microbial responsive denitrification-inducing conditions rice paddy soil clone TSCOR002_M22, AB486816.1 gg_id:578501 Microbial responsive denitrification-inducing conditions rice paddy soil clone TSCOR002_M22
8842, g__Diaphorobacter, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Diaphorobacter; s__unclassified; 8842; GQ101638.1 gg_id:402732 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw497e03c1, GQ101638.1 gg_id:402732 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw497e03c1
17860, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 17860; EU471818.1 gg_id:295444 Asiatic elephant feces clone AE2_aaa02h11, EU471818.1 gg_id:295444 Asiatic elephant feces clone AE2_aaa02h11
27122, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium; s__unclassified; 27122; EU768158.1 gg_id:304598 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone C4_290, EU768158.1 gg_id:304598 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone C4_290
25419, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25419; FJ679711.1 gg_id:530337 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-2L6, FJ679711.1 gg_id:530337 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-2L6
70767, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 70767; EU763559.1 gg_id:342099 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone A4_684, EU763559.1 gg_id:342099 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone A4_684
67030, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67030; FJ679785.1 gg_id:510855 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-3A10, FJ679785.1 gg_id:510855 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-3A10
18214, g__Shuttleworthia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__unclassified; 18214; AF371623.1 gg_id:39567 swine intestine clone p-986-s962-5, AF371623.1 gg_id:39567 swine intestine clone p-986-s962-5
22757, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 22757; EU454681.1 gg_id:334577 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K78S2_44d07, EU454681.1 gg_id:334577 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K78S2_44d07
26742, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 26742; AM697405.1 gg_id:221429 sequencing libraries indoor dust clone BF0001D020, AM697405.1 gg_id:221429 sequencing libraries indoor dust clone BF0001D020
12870, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 12870; GQ089327.1 gg_id:457907 Topographical and Temporal Human Skin Microbiome skin volar forearm clone nbw320d03c1, GQ089327.1 gg_id:457907 Topographical and Temporal Human Skin Microbiome skin volar forearm clone nbw320d03c1
26705, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 26705; FJ677881.1 gg_id:530146 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-4A22, FJ677881.1 gg_id:530146 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-4A22
21925, g__Oscillospira, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__unclassified; 21925; DQ794276.1 gg_id:187564 human fecal clone RL176_aan60e05, DQ794276.1 gg_id:187564 human fecal clone RL176_aan60e05
25363, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25363; EU766025.1 gg_id:304228 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone B4_409, EU766025.1 gg_id:304228 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone B4_409
44757, g__Streptococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unclassified; 44757; AF184974.1 gg_id:42170 Streptococcus australis str. AI1; ATCC 700641, AF184974.1 gg_id:42170 Streptococcus australis str. AI1 ATCC 700641
17994, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 17994; EU462328.1 gg_id:296165 chimpanzee feces clone CHIMP1_aaj40c03, EU462328.1 gg_id:296165 chimpanzee feces clone CHIMP1_aaj40c03
18836, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 18836; DQ824503.1 gg_id:188818 human fecal clone RL304_aal76g12, DQ824503.1 gg_id:188818 human fecal clone RL304_aal76g12
40184, g__Kocuria, s__Kocuria marina, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__Kocuria marina; 40184; EU539341.1 gg_id:281203 profile human microbiota antecubital fossa (inner elbow) skin clone nbt237b09, EU539341.1 gg_id:281203 profile human microbiota antecubital fossa (inner elbow) skin clone nbt237b09
74815, g__sfH, s__unclassified, p__Cyanobacteria, c__Chloroplast, o__Euglenozoa, f__unclassified,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Euglenozoa; f__unclassified; g__sfH; s__unclassified; 74815; EU221514.1 gg_id:312286 Trachelomonas lefevrei str. SAG1283-10, EU221514.1 gg_id:312286 Trachelomonas lefevrei str. SAG1283-10
5004, g__Shigella, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Shigella; s__unclassified; 5004; GQ155109.1 gg_id:543251 Human gut microbiome adopts alternative state bowel transplantation ileum intestinal transplant clone SHZB511, GQ155109.1 gg_id:543251 Human gut microbiome adopts alternative state bowel transplantation ileum intestinal transplant clone SHZB511
21206, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 21206; DQ326564.1 gg_id:147799 Metagenomic gut microbiome healthy human stool clone C746, DQ326564.1 gg_id:147799 Metagenomic gut microbiome healthy human stool clone C746
44902, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__unclassified; s__unclassified; 44902; EU775653.1 gg_id:356516 Hedgehog feces clone HH_aai34d11, EU775653.1 gg_id:356516 Hedgehog feces clone HH_aai34d11
24781, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 24781; DQ825301.1 gg_id:189448 human fecal clone RL185_aan88b03, DQ825301.1 gg_id:189448 human fecal clone RL185_aan88b03
19370, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus; s__unclassified; 19370; AY982654.1 gg_id:124568 human descending colon mucosal biopsy clone KX45, AY982654.1 gg_id:124568 human descending colon mucosal biopsy clone KX45
63824, g__Chryseobacterium, s__unclassified, p__Bacteroidetes, c__Flavobacteria, o__Flavobacteriales, f__Flavobacteriaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__unclassified; 63824; EU869190.1 gg_id:318853 Chryseobacterium sp. str. VQ-6316s, EU869190.1 gg_id:318853 Chryseobacterium sp. str. VQ-6316s
49301, g__Bacillus, s__Bacillus malacitensis, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus malacitensis; 49301; AY603657.2 gg_id:107017 Bacillus axarquiensis str. CR-119, AY603657.2 gg_id:107017 Bacillus axarquiensis str. CR-119
45412, g__Streptococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unclassified; 45412; GQ073509.1 gg_id:431778 Topographical and Temporal Human Skin Microbiome skin interdigital web space clone nbw209e05c1, GQ073509.1 gg_id:431778 Topographical and Temporal Human Skin Microbiome skin interdigital web space clone nbw209e05c1
70671, g__Anaerococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiales Family XI. Incertae Sedis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI. Incertae Sedis; g__Anaerococcus; s__unclassified; 70671; GQ052076.1 gg_id:384301 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbu530h08c1, GQ052076.1 gg_id:384301 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbu530h08c1
