taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene
72221, g__Lactobacillus, s__Lactobacillus zeae, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus zeae; 72221; AY852248.1 gg_id:110589 Lactobacillus rhamnosus str. P15, AY852248.1 gg_id:110589 Lactobacillus rhamnosus str. P15
28085, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__unclassified; 28085; DQ069224.1 gg_id:128200 gold mine clone SRB16, DQ069224.1 gg_id:128200 gold mine clone SRB16
70093, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 70093; GQ016326.1 gg_id:493341 Topographical and Temporal Human Skin Microbiome skin interdigital web space clone nbw772b05c1, GQ016326.1 gg_id:493341 Topographical and Temporal Human Skin Microbiome skin interdigital web space clone nbw772b05c1
21060, g__Blautia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__unclassified; 21060; EU773407.1 gg_id:311080 Black lemur feces clone BKLE_c10_3, EU773407.1 gg_id:311080 Black lemur feces clone BKLE_c10_3
70729, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 70729; EU507055.1 gg_id:267879 cecal contents Mus musculus strain C57BL/6J; MD21 clone MD21_aar10e06, EU507055.1 gg_id:267879 cecal contents Mus musculus strain C57BL/6J MD21 clone MD21_aar10e06
22865, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 22865; AF287777.1 gg_id:72977 Eubacterium cf. saburreum oral strain str. C27KA, AF287777.1 gg_id:72977 Eubacterium cf. saburreum oral strain str. C27KA
50029, g__Veillonella, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__unclassified; 50029; AY514996.1 gg_id:99976 Veillonella rodentium str. ATCC 17743, AY514996.1 gg_id:99976 Veillonella rodentium str. ATCC 17743
6130, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__unclassified; s__unclassified; 6130; EU240200.1 gg_id:236031 interfering detection phytoplasma universal phytoplasmic primers Mexico, EU240200.1 gg_id:236031 interfering detection phytoplasma universal phytoplasmic primers Mexico
26735, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__unclassified; 26735; FJ672106.1 gg_id:529789 Synecology primary and secondary habitats Escherichia coli O157:H7 feedlot surface MARC beef cattle feedlot; top 3 cm behind feedbunk east pen 301; was negative STEC O157 clone Ll142-3B19, FJ672106.1 gg_id:529789 Synecology primary and secondary habitats Escherichia coli O157:H7 feedlot surface MARC beef cattle feedlot top 3 cm behind feedbunk east pen 301 was negative STEC O157 clone Ll142-3B19
68690, g__Bacteroides, s__Bacteroides massiliensis, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis; 68690; EU765803.1 gg_id:340562 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone B4_248, EU765803.1 gg_id:340562 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone B4_248
53634, g__unclassified, s__unclassified, p__Cyanobacteria, c__Synechococcophycideae, o__Pseudanabaenales, f__Pseudanabaenaceae,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__unclassified; s__unclassified; 53634; AY493984.1 gg_id:136196 Fingerprinting aggregates soil clone 349, AY493984.1 gg_id:136196 Fingerprinting aggregates soil clone 349
24762, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24762; DQ802763.1 gg_id:173925 human fecal clone RL188_aan96c04, DQ802763.1 gg_id:173925 human fecal clone RL188_aan96c04
71102, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__unclassified; 71102; FJ681620.1 gg_id:511228 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301; was positive STEC O157 clone 5-7O13, FJ681620.1 gg_id:511228 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301 was positive STEC O157 clone 5-7O13
70403, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 70403; FJ202854.1 gg_id:329364 and White Plague Disease-Induced Changes Caribbean Coral Montastraea faveolata kept aquarium 23 days clone SGUS860, FJ202854.1 gg_id:329364 and White Plague Disease-Induced Changes Caribbean Coral Montastraea faveolata kept aquarium 23 days clone SGUS860
5116, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__unclassified; s__unclassified; 5116; AY831405.1 gg_id:112441 Escherichia coli str. AB1157, AY831405.1 gg_id:112441 Escherichia coli str. AB1157
21824, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 21824; EU503843.1 gg_id:273118 cecal contents Mus musculus strain C57BL/6J; CRWD4 clone CRWD4_aaa01d07, EU503843.1 gg_id:273118 cecal contents Mus musculus strain C57BL/6J CRWD4 clone CRWD4_aaa01d07
51487, g__sfB, s__unclassified, p__ZB3, c__unclassified, o__unclassified, f__unclassified,k__Bacteria; p__ZB3; c__unclassified; o__unclassified; f__unclassified; g__sfB; s__unclassified; 51487; DQ300591.1 gg_id:146168 microbial ocean's interior amplicon single fosmid library pool 130m depth HOT station ALOHA 22.45 N 158 deg. W clone HF130_A6_P1, DQ300591.1 gg_id:146168 microbial ocean's interior amplicon single fosmid library pool 130m depth HOT station ALOHA 22.45 N 158 deg. W clone HF130_A6_P1
5526, g__Klebsiella, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__unclassified; 5526; GQ156083.1 gg_id:588769 Human gut microbiome adopts alternative state bowel transplantation ileum intestinal transplant clone SHZF754, GQ156083.1 gg_id:588769 Human gut microbiome adopts alternative state bowel transplantation ileum intestinal transplant clone SHZF754
20264, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 20264; EU503837.1 gg_id:258710 cecal contents Mus musculus strain C57BL/6J; CRWD4 clone CRWD4_aaa01d01, EU503837.1 gg_id:258710 cecal contents Mus musculus strain C57BL/6J CRWD4 clone CRWD4_aaa01d01
12071, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 12071; GQ114490.1 gg_id:454947 Topographical and Temporal Human Skin Microbiome skin volar forearm clone nbw638d07c1, GQ114490.1 gg_id:454947 Topographical and Temporal Human Skin Microbiome skin volar forearm clone nbw638d07c1
21779, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 21779; EU504112.1 gg_id:264837 cecal contents Mus musculus strain C57BL/6J; CRWD5 clone CRWD5_aaa01d10, EU504112.1 gg_id:264837 cecal contents Mus musculus strain C57BL/6J CRWD5 clone CRWD5_aaa01d10
23838, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 23838; EU779413.1 gg_id:329742 Hartmann's Mountain Zebra feces clone AFZEB_aaj70d05, EU779413.1 gg_id:329742 Hartmann's Mountain Zebra feces clone AFZEB_aaj70d05
68689, g__Bacteroides, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__unclassified; 68689; DQ905928.1 gg_id:172994 human fecal clone 29c-h5, DQ905928.1 gg_id:172994 human fecal clone 29c-h5
21364, g__Blautia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__unclassified; 21364; FJ367854.1 gg_id:369480 feces adult twins and mothers; TS2 clone TS2_a04d03, FJ367854.1 gg_id:369480 feces adult twins and mothers TS2 clone TS2_a04d03
2640, g__Psychrobacter, s__Psychrobacter pulmonis, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter pulmonis; 2640; EU434446.1 gg_id:263158 Psychrobacter pulmonis str. a60, EU434446.1 gg_id:263158 Psychrobacter pulmonis str. a60
24654, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24654; FJ675770.1 gg_id:519140 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-5F8, FJ675770.1 gg_id:519140 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-5F8
69311, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 69311; EU245382.1 gg_id:252441 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-M1-A02, EU245382.1 gg_id:252441 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-M1-A02
6877, g__Xenorhabdus, s__Xenorhabdus bovienii, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Xenorhabdus; s__Xenorhabdus bovienii; 6877; GU480988.1 gg_id:515326 Xenorhabdus bovienii str. Li6, GU480988.1 gg_id:515326 Xenorhabdus bovienii str. Li6
16976, g__Succinivibrio, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__unclassified; 16976; FJ678890.1 gg_id:521551 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-8B24, FJ678890.1 gg_id:521551 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-8B24
67802, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67802; FJ685000.1 gg_id:512387 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4228 pen 301; was negative STEC O157 clone 6-1M12, FJ685000.1 gg_id:512387 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4228 pen 301 was negative STEC O157 clone 6-1M12
14238, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 14238; GQ083003.1 gg_id:446402 Topographical and Temporal Human Skin Microbiome skin antecubital fossa clone nbw298a08c1, GQ083003.1 gg_id:446402 Topographical and Temporal Human Skin Microbiome skin antecubital fossa clone nbw298a08c1
75914, g__sfE, s__unclassified, p__Cyanobacteria, c__Chloroplast, o__Euglenozoa, f__unclassified,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Euglenozoa; f__unclassified; g__sfE; s__unclassified; 75914; EU221502.1 gg_id:354548 Phacus hamelii str. ACOI 1088, EU221502.1 gg_id:354548 Phacus hamelii str. ACOI 1088
25788, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25788; EF404830.1 gg_id:208589 human fecal clone SJTU_G_09_03, EF404830.1 gg_id:208589 human fecal clone SJTU_G_09_03
34389, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 34389; GQ031037.1 gg_id:463170 Topographical and Temporal Human Skin Microbiome skin toe web space clone nbw887c04c1, GQ031037.1 gg_id:463170 Topographical and Temporal Human Skin Microbiome skin toe web space clone nbw887c04c1
25702, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25702; EF401918.1 gg_id:211569 human fecal clone SJTU_B_01_36, EF401918.1 gg_id:211569 human fecal clone SJTU_B_01_36
21016, g__Blautia, s__Ruminococcus obeum, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Ruminococcus obeum; 21016; FJ367559.1 gg_id:362330 feces adult twins and mothers; TS2 clone TS2_a01a03, FJ367559.1 gg_id:362330 feces adult twins and mothers TS2 clone TS2_a01a03
27039, g__Clostridium, s__Clostridium leptum, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium; s__Clostridium leptum; 27039; NZ_ABCB02000019.1 gg_id:470116 Clostridium leptum str. DSM 753, NZ_ABCB02000019.1 gg_id:470116 Clostridium leptum str. DSM 753
20522, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 20522; AY982998.1 gg_id:121493 human descending colon mucosal biopsy clone L222, AY982998.1 gg_id:121493 human descending colon mucosal biopsy clone L222
21135, g__Blautia, s__Blautia producta, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia producta; 21135; DQ456327.1 gg_id:158939 pre-adolescent turkey cecum clone CFT212A8, DQ456327.1 gg_id:158939 pre-adolescent turkey cecum clone CFT212A8
24340, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 24340; GQ492743.1 gg_id:587421 Effect Diet on Human Gut Microbiome: Metagenomic Humanized Gnotobiotic Mice cecal contents Mus musculus strain C57BL/6J; PM6 clone PM6_a01a10, GQ492743.1 gg_id:587421 Effect Diet on Human Gut Microbiome: Metagenomic Humanized Gnotobiotic Mice cecal contents Mus musculus strain C57BL/6J PM6 clone PM6_a01a10
41562, g__unclassified, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Solirubrobacterales, f__Conexibacteraceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Solirubrobacterales; f__Conexibacteraceae; g__unclassified; s__unclassified; 41562; DQ129240.1 gg_id:138529 microarray level air two cities Texas urban aerosol clone AKIW806, DQ129240.1 gg_id:138529 microarray level air two cities Texas urban aerosol clone AKIW806
26851, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 26851; EU472119.1 gg_id:296626 francois langur feces clone FL_1aaa02g05, EU472119.1 gg_id:296626 francois langur feces clone FL_1aaa02g05
67810, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67810; EU462357.1 gg_id:287476 chimpanzee feces clone CHIMP1_aaj40h06, EU462357.1 gg_id:287476 chimpanzee feces clone CHIMP1_aaj40h06
51007, g__unclassified, s__unclassified, p__Acidobacteria, c__Acidobacteria, o__Acidobacteriales, f__Acidobacteriaceae,k__Bacteria; p__Acidobacteria; c__Acidobacteria; o__Acidobacteriales; f__Acidobacteriaceae; g__unclassified; s__unclassified; 51007; EU491200.1 gg_id:262940 Abundance and microbial life ocean crust seafloor lavas Loi'hi Seamount Pisces Peak X2 clone P9X2b7E11, EU491200.1 gg_id:262940 Abundance and microbial life ocean crust seafloor lavas Loi'hi Seamount Pisces Peak X2 clone P9X2b7E11
63502, g__unclassified, s__unclassified, p__Bacteroidetes, c__Flavobacteria, o__Flavobacteriales, f__Flavobacteriaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__unclassified; s__unclassified; 63502; GQ096494.1 gg_id:425243 Topographical and Temporal Human Skin Microbiome skin back clone nbw388h07c1, GQ096494.1 gg_id:425243 Topographical and Temporal Human Skin Microbiome skin back clone nbw388h07c1
24549, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24549; FJ679861.1 gg_id:514245 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-3D24, FJ679861.1 gg_id:514245 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-3D24
24008, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 24008; EU474428.1 gg_id:287507 western lowland gorilla feces clone GORSD_aaa01a10, EU474428.1 gg_id:287507 western lowland gorilla feces clone GORSD_aaa01a10
20894, g__Blautia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__unclassified; 20894; DQ807835.1 gg_id:198325 human fecal clone RL180_aah37g06, DQ807835.1 gg_id:198325 human fecal clone RL180_aah37g06
70425, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 70425; AY207065.1 gg_id:83830 human mouth clone P4PA_66, AY207065.1 gg_id:83830 human mouth clone P4PA_66
67853, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67853; FJ028784.1 gg_id:510871 Microbial Taiwan water buffalo rumen fluid clone TWBRB69, FJ028784.1 gg_id:510871 Microbial Taiwan water buffalo rumen fluid clone TWBRB69
15694, g__Oxalobacter, s__Oxalobacter formigenes, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter; s__Oxalobacter formigenes; 15694; U49758.1 gg_id:7372 Oxalobacter formigenes str. HC1 human feces, U49758.1 gg_id:7372 Oxalobacter formigenes str. HC1 human feces
67217, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67217; FJ674138.1 gg_id:520780 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301; was positive STEC O157 clone 130-7O21, FJ674138.1 gg_id:520780 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301 was positive STEC O157 clone 130-7O21
24960, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 24960; EU467322.1 gg_id:301906 chimpanzee feces clone CHIMP1_f05, EU467322.1 gg_id:301906 chimpanzee feces clone CHIMP1_f05
26793, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 26793; EU452674.1 gg_id:332282 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K78S1_85g03, EU452674.1 gg_id:332282 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K78S1_85g03
17698, g__Roseburia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__unclassified; 17698; DQ803526.1 gg_id:181189 human fecal clone RL251_aaj87a02, DQ803526.1 gg_id:181189 human fecal clone RL251_aaj87a02
27296, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 27296; EU453282.1 gg_id:335905 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K75N2_68h08, EU453282.1 gg_id:335905 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K75N2_68h08
44928, g__Streptococcus, s__Streptococcus pseudopneumoniae, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pseudopneumoniae; 44928; GQ000709.1 gg_id:469274 Topographical and Temporal Human Skin Microbiome skin interdigital web space clone nbu106h12c1, GQ000709.1 gg_id:469274 Topographical and Temporal Human Skin Microbiome skin interdigital web space clone nbu106h12c1
5844, g__Escherichia, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia; s__unclassified; 5844; AF527827.1 gg_id:62512 Escherichia coli str. RREC I, AF527827.1 gg_id:62512 Escherichia coli str. RREC I
50494, g__Paenibacillus, s__Paenibacillus amylolyticus, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus amylolyticus; 50494; AJ884852.1 gg_id:199597 Paenibacillus sp. DF4MM1, AJ884852.1 gg_id:199597 Paenibacillus sp. DF4MM1
24563, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 24563; FJ673732.1 gg_id:530736 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301; was positive STEC O157 clone 130-6C1, FJ673732.1 gg_id:530736 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301 was positive STEC O157 clone 130-6C1
50213, g__Dialister, s__Dialister invisus, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__Dialister invisus; 50213; FJ372052.1 gg_id:364054 feces adult twins and mothers; TS9 clone TS9_a01c02, FJ372052.1 gg_id:364054 feces adult twins and mothers TS9 clone TS9_a01c02
